,Unnamed: 0,full_name,gender,type,state,district,senate_class,party,url,twitter,facebook,youtube,youtube_id,bioguide_id,handle,post_id,text,post_text,shared_text,time,image,video,video_thumbnail,video_id,likes,comments,shares,post_url,link,user_id,username,is_live,images
45,25,Mark R. Warner,M,sen,VA,,2,Democrat,https://www.warner.senate.gov,MarkWarner,MarkRWarner,SenatorMarkWarner,UCwyivNlEGf4sGd1oDLfY5jw,W000805,MarkRWarner,10159574755167853,"The U.S. has a moral obligation to stand with our ally Israel, and Israel has an unequivocal right to defend itself against rocket attacks. Leaders on both sides need to take responsibility for their role in escalating this needless violence – before more innocent lives are lost.","The U.S. has a moral obligation to stand with our ally Israel, and Israel has an unequivocal right to defend itself against rocket attacks. Leaders on both sides need to take responsibility for their role in escalating this needless violence – before more innocent lives are lost.",,2021-05-16 08:51:56,,,,,632,643,0,https://facebook.com/MarkRWarner/posts/10159574755167853,,7935122852,Senator Mark Warner,False,[]
158,74,Ted Cruz,M,sen,TX,,1,Republican,https://www.cruz.senate.gov,SenTedCruz,SenatorTedCruz,sentedcruz,UCOTZ-6H1rri1lSsj6IzhUyw,C001098,SenatorTedCruz,3910146059097665,Democrats are focused on undermining Americans’ voting rights by pushing the #CorruptPoliticiansAct.,Democrats are focused on undermining Americans’ voting rights by pushing the #CorruptPoliticiansAct.,,2021-05-16 07:52:48,,,,,4564,673,0,https://facebook.com/SenatorTedCruz/posts/3910146059097665,,315496455229328,Senator Ted Cruz,False,[]
166,77,Dan Sullivan,M,sen,AK,,2,Republican,https://www.sullivan.senate.gov,SenDanSullivan,SenDanSullivan,,UC7tXCm8gKlAhTFo2kuf5ylw,S001198,SenDanSullivan,2935363336748802,"I had a great time meeting with some of Alaska’s best and brightest across the state—young women and men who have accepted appointments to our nation’s military service academies for the Class of 2025. I nominated 41 Alaskans to the service academies this year and, so far, 16 have been offered full appointments.

In Ketchikan, I met with Laura Sherrill (via Facetime!) and her mom, Colleen. Laura will be attending the U.S. Merchant Marine Academy, following in both her father and brother’s footsteps. Laura is a 2020 graduate of Ketchikan High School.

In Juneau, I met with Avery Kreischer and her parents, Jon and Lindsay. Avery will be attending the U.S. Air Force Academy. Avery is a 2021 graduate of Thunder Mountain High School. Also joining us was my Academy Board chair, Win Gruening.

In Haines, I met with Haley Boron and her parents, Matt and Lillian. Haley will be attending the Air Force Academy. Haley is a 2021 graduate of Haines High School. Also joining us were Haines Mayor Doug Olerud and two of my Academy Board members, Bill Thomas and Mark Smith.

And, lastly, in Anchorage, I met with Trinity Heine along with her parents, Chris and Turquoise, and Kai Miner, along with his mom, Laurelyn. Both Trinity and Kai are 2021 South High graduates. Trinity will be attending the Air Force Academy, and Kai is headed to the U.S. Military Academy.

I’m so proud of these young Alaskans and wish them all the best as they begin this exciting new chapter.","I had a great time meeting with some of Alaska’s best and brightest across the state—young women and men who have accepted appointments to our nation’s military service academies for the Class of 2025. I nominated 41 Alaskans to the service academies this year and, so far, 16 have been offered full appointments.

In Ketchikan, I met with Laura Sherrill (via Facetime!) and her mom, Colleen. Laura will be attending the U.S. Merchant Marine Academy, following in both her father and brother’s footsteps. Laura is a 2020 graduate of Ketchikan High School.

In Juneau, I met with Avery Kreischer and her parents, Jon and Lindsay. Avery will be attending the U.S. Air Force Academy. Avery is a 2021 graduate of Thunder Mountain High School. Also joining us was my Academy Board chair, Win Gruening.

In Haines, I met with Haley Boron and her parents, Matt and Lillian. Haley will be attending the Air Force Academy. Haley is a 2021 graduate of Haines High School. Also joining us were Haines Mayor Doug Olerud and two of my Academy Board members, Bill Thomas and Mark Smith.

And, lastly, in Anchorage, I met with Trinity Heine along with her parents, Chris and Turquoise, and Kai Miner, along with his mom, Laurelyn. Both Trinity and Kai are 2021 South High graduates. Trinity will be attending the Air Force Academy, and Kai is headed to the U.S. Military Academy.

I’m so proud of these young Alaskans and wish them all the best as they begin this exciting new chapter.",,2021-05-15 20:54:21,https://scontent-iad3-2.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/187295879_2935361726748963_4448567220739238944_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=8024bb&_nc_ohc=eHSwyqEgboYAX_64_aA&_nc_ht=scontent-iad3-2.xx&tp=14&oh=39ac2b64110d713621c7fca826ab8b41&oe=60C93871,,,,127,5,0,https://facebook.com/SenDanSullivan/posts/2935363336748802,,1499142123704271,Senator Dan Sullivan,False,"['https://scontent-iad3-2.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/187295879_2935361726748963_4448567220739238944_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=8024bb&_nc_ohc=eHSwyqEgboYAX_64_aA&_nc_ht=scontent-iad3-2.xx&tp=14&oh=39ac2b64110d713621c7fca826ab8b41&oe=60C93871', 'https://scontent-iad3-2.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/187809845_2935361870082282_4431941565605626202_n.jpg?_nc_cat=105&ccb=1-3&_nc_sid=8024bb&_nc_ohc=zjmNnHTTtDIAX_66xhf&_nc_ht=scontent-iad3-2.xx&tp=14&oh=ae03087bb1ce0ba51c84336c0bf5517d&oe=60C73905', 'https://scontent-iad3-2.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/186561349_2935361986748937_7250008536261030320_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=8024bb&_nc_ohc=FK_c66w7n1wAX-CK21h&_nc_ht=scontent-iad3-2.xx&tp=14&oh=9f463b251c8892930ce3de1e5d68c8b8&oe=60C6ED28', 'https://scontent-iad3-2.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/186551620_2935362016748934_3389169689294776779_n.jpg?_nc_cat=102&ccb=1-3&_nc_sid=8024bb&_nc_ohc=lGLbc-t8ZFoAX89sOmi&_nc_ht=scontent-iad3-2.xx&tp=14&oh=707fd998358eba6ff25b26cf968bf4eb&oe=60C91C4C']"
103,50,Lisa Murkowski,F,sen,AK,,3,Republican,https://www.murkowski.senate.gov,LisaMurkowski,SenLisaMurkowski,senatormurkowski,UCaigku16AErqvD0wRuwGb9A,M001153,SenLisaMurkowski,10165019447675291,I’m proud of the support Alaskans show our law enforcement. National Police Week is an opportunity for us to honor and respect fallen officers and a recognition that we should thank those that don the uniform and the risks they take to serve and protect our families and communities. Thank you.,I’m proud of the support Alaskans show our law enforcement. National Police Week is an opportunity for us to honor and respect fallen officers and a recognition that we should thank those that don the uniform and the risks they take to serve and protect our families and communities. Thank you.,,2021-05-15 20:25:54,https://scontent-iad3-2.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/186540478_10165019447285291_2973890461795405398_n.jpg?_nc_cat=105&ccb=1-3&_nc_sid=110474&_nc_ohc=bjilfLVNvKEAX9O-hF3&_nc_ht=scontent-iad3-2.xx&tp=14&oh=6ccdb150b15b9789e41e6b5378ffb6fe&oe=60C829BA,,,,111,25,0,https://facebook.com/SenLisaMurkowski/posts/10165019447675291,,25271170290,Lisa Murkowski,False,"['https://scontent-iad3-2.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/186540478_10165019447285291_2973890461795405398_n.jpg?_nc_cat=105&ccb=1-3&_nc_sid=110474&_nc_ohc=bjilfLVNvKEAX9O-hF3&_nc_ht=scontent-iad3-2.xx&tp=14&oh=6ccdb150b15b9789e41e6b5378ffb6fe&oe=60C829BA', 'https://scontent-iad3-2.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/186634588_10165019447595291_6802993637715543201_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=110474&_nc_ohc=E7btcOmXNnkAX_Rt_NG&_nc_ht=scontent-iad3-2.xx&tp=14&oh=07de72340efe1bc7b7841905c581de6f&oe=60C70E2B', 'https://scontent-iad3-2.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/186052560_10165019447560291_9149000670322435718_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=110474&_nc_ohc=Yw-_5viiUdEAX9Higfe&_nc_ht=scontent-iad3-2.xx&tp=14&oh=4332132d483c8379a3986d515d0efa05&oe=60C883BD', 'https://scontent-iad3-2.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/186558352_10165019447305291_2303463769864919336_n.jpg?_nc_cat=105&ccb=1-3&_nc_sid=110474&_nc_ohc=ppAKy01bhpIAX-\\-\\HYLo&_nc_ht=scontent-iad3-2.xx&tp=14&oh=4e4ea0f440cb8dcd13f3968c459d2736&oe=60C668A8']"
143,68,Tammy Duckworth,F,sen,IL,,3,Democrat,https://www.duckworth.senate.gov,SenDuckworth,SenDuckworth,repduckworth,UCYRWRvUxtjaHnFMCbdd94tg,D000622,SenDuckworth,1952967331543873,"Ensuring our Air Force and all our Armed Forces are prepared for the challenges of today and tomorrow is among my top priorities.

It was a pleasure to speak with the Commander of Air Combat Command, General Mark Kelly, this week who shares these priorities and is responsible for maintaining over 1,000 aircraft and training as well as organizing more than 150,000 military and civilian personnel in the US Air Force.

Together, we’ll continue to work to ensure the members of the Air Force are supported, prepared and receive the necessary improvements they deserve.","Ensuring our Air Force and all our Armed Forces are prepared for the challenges of today and tomorrow is among my top priorities.

It was a pleasure to speak with the Commander of Air Combat Command, General Mark Kelly, this week who shares these priorities and is responsible for maintaining over 1,000 aircraft and training as well as organizing more than 150,000 military and civilian personnel in the US Air Force.

Together, we’ll continue to work to ensure the members of the Air Force are supported, prepared and receive the necessary improvements they deserve.",,2021-05-15 20:09:21,,,,,296,21,0,https://facebook.com/SenDuckworth/posts/1952967331543873,,112300955610529,Senator Tammy Duckworth,False,[]
75,36,Shelley Moore Capito,F,sen,WV,,2,Republican,https://www.capito.senate.gov,SenCapito,senshelley,,UCbiXdR4XQ3vD9Xp5lfR9QXw,C001047,senshelley,10159232748079758,"During #NationalPoliceWeek, my thoughts are with the family of Cassie Johnson, the Charleston Police Officer we lost in the line of duty earlier this year.

Our police officers put their lives on the line each and every day for us. We should honor them for that service and sacrifice.","During #NationalPoliceWeek, my thoughts are with the family of Cassie Johnson, the Charleston Police Officer we lost in the line of duty earlier this year.

Our police officers put their lives on the line each and every day for us. We should honor them for that service and sacrifice.",,2021-05-15 19:45:33,https://scontent-iad3-2.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/186561349_10159232747904758_6478936322628979983_n.jpg?_nc_cat=102&ccb=1-3&_nc_sid=110474&_nc_ohc=ugCNpnKD1yIAX_VpP4O&_nc_ht=scontent-iad3-2.xx&tp=14&oh=5e0a199c7d67df7314d58283d4f05c00&oe=60C9C669,,,,250,27,0,https://facebook.com/senshelley/posts/10159232748079758,,8057864757,Senator Shelley Moore Capito,False,"['https://scontent-iad3-2.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/186561349_10159232747904758_6478936322628979983_n.jpg?_nc_cat=102&ccb=1-3&_nc_sid=110474&_nc_ohc=ugCNpnKD1yIAX_VpP4O&_nc_ht=scontent-iad3-2.xx&tp=14&oh=5e0a199c7d67df7314d58283d4f05c00&oe=60C9C669', 'https://scontent-iad3-2.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/186070602_10159232747959758_6109898351427973595_n.jpg?_nc_cat=106&ccb=1-3&_nc_sid=110474&_nc_ohc=uy8czftzoAkAX_RSKYj&_nc_ht=scontent-iad3-2.xx&tp=14&oh=ba49adefc433ffec83cc2ed576f08918&oe=60C9B727', 'https://scontent-iad3-2.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/187017987_10159232747914758_6309195454720662819_n.jpg?_nc_cat=102&ccb=1-3&_nc_sid=110474&_nc_ohc=Xq685q1K1qoAX8UHiLn&_nc_ht=scontent-iad3-2.xx&tp=14&oh=745309afcf54ca6808273482f3068386&oe=60C63F44']"
111,51,Christopher Murphy,M,sen,CT,,1,Democrat,https://www.murphy.senate.gov,senmurphyoffice,chrismurphyct,senchrismurphy,UCbcEa40PIFpLpdDe06n3F3Q,M001169,chrismurphyct,10158784285928961,"The push to take away the freedom to vote isn’t some state-by-state organic thing. It’s been driven by a handful of anonymous billionaires who don’t like that democracy puts people in office who want to take their power away. Here’s the proof.

MOTHERJONES.COM
Leaked video: Dark money group brags about writing GOP voter suppression bills across the country",The push to take away the freedom to vote isn’t some state-by-state organic thing. It’s been driven by a handful of anonymous billionaires who don’t like that democracy puts people in office who want to take their power away. Here’s the proof.,"MOTHERJONES.COM
Leaked video: Dark money group brags about writing GOP voter suppression bills across the country",2021-05-15 19:35:45,,,,,270,147,362,https://facebook.com/chrismurphyct/posts/10158784285928961,https://www.motherjones.com/politics/2021/05/heritage-foundation-dark-money-voter-suppression-laws/,19437978960,Chris Murphy,False,[]
91,44,James Lankford,M,sen,OK,,3,Republican,https://www.lankford.senate.gov,SenatorLankford,SenatorLankford,SenatorLankford,UCz8T6sK5fEycyWmVz6Vpe5Q,L000575,SenatorLankford,4238719979523625,"Biden is requiring ICE to make a special request for approval before they deport sex offenders.

Making it harder for ICE to deport sex offenders isn’t logical.

Like and share if you agree.","Biden is requiring ICE to make a special request for approval before they deport sex offenders.

Making it harder for ICE to deport sex offenders isn’t logical.

Like and share if you agree.",,2021-05-15 19:00:48,,https://video-iad3-2.xx.fbcdn.net/v/t42.1790-2/184565531_281982400266564_4996125304818212976_n.mp4?_nc_cat=100&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=GgSebWf8NJMAX9pfaLT&_nc_rml=0&_nc_ht=video-iad3-2.xx&oh=3222303358d9cda0875f9006f7522f5e&oe=60A274FF,https://scontent-iad3-2.xx.fbcdn.net/v/t15.5256-10/cp0/e15/q65/s320x320/183992725_170330201678802_75765985613171700_n.jpg?_nc_cat=107&ccb=1-3&_nc_sid=ccf8b3&_nc_ohc=jmz55qW5SrAAX-LuZos&_nc_ht=scontent-iad3-2.xx&tp=9&oh=719d67dcff302dd2ac38bf6577b02014&oe=60C79E69,170329228345566,126,62,0,https://facebook.com/SenatorLankford/videos/170329228345566,,130873066975024,Senator James Lankford,False,[]
59,30,Michael F. Bennet,M,sen,CO,,3,Democrat,https://www.bennet.senate.gov/public,SenatorBennet,senbennetco,SenatorBennet,UCXB3cljpMwTyCUyLr2ZVLow,B001267,senbennetco,10159151272982733,"Congress can protect Colorado's public lands by passing the CORE Act.

You can protect yourself and your community by getting vaccinated.

Even on Colorado Public Lands Day, you can find a vaccination site near you: https://covid19.colorado.gov/vaccine/where-you-can-get-vaccinated

COVID19.COLORADO.GOV
Find out where you can get vaccinated | Colorado COVID-19 Updates","Congress can protect Colorado's public lands by passing the CORE Act.

You can protect yourself and your community by getting vaccinated.

Even on Colorado Public Lands Day, you can find a vaccination site near you: https://covid19.colorado.gov/vaccine/where-you-can-get-vaccinated","COVID19.COLORADO.GOV
Find out where you can get vaccinated | Colorado COVID-19 Updates",2021-05-15 18:45:22,,,,,53,2,2,https://facebook.com/senbennetco/posts/10159151272982733,https://covid19.colorado.gov/vaccine/where-you-can-get-vaccinated,97172997732,Senator Michael Bennet,False,[]
167,77,Dan Sullivan,M,sen,AK,,2,Republican,https://www.sullivan.senate.gov,SenDanSullivan,SenDanSullivan,,UC7tXCm8gKlAhTFo2kuf5ylw,S001198,SenDanSullivan,2935291500089319,"In the course of an average day, the men and women of law enforcement can find themselves in any number of precarious—often dangerous—situations, enforcing our laws, holding criminals accountable, resolving disputes, and protecting the safety of our families. In addition to these risks, our brave public servants should not also have to fear being assaulted or ambushed in the course of performing their duties.

Today, on Peace Officers Memorial Day, we honor and remember the courageous law enforcement officers who’ve given everything to keep our families and communities safe. I’ve reintroduced the Protect Our Heroes Act, a bill to make it a federal crime to assault or kill a public safety officer and add a penalty in the event an officer is lured to a location for an ambush attack. With this legislation, we can amend our criminal laws to reflect how abhorrent these kinds of attacks are, and also show our courageous public safety officials that we have their backs.

SULLIVAN.SENATE.GOV
Sullivan Reintroduces Bill to Protect Law Enforcement Heroes | U.S. Senator Dan Sullivan of Alaska","In the course of an average day, the men and women of law enforcement can find themselves in any number of precarious—often dangerous—situations, enforcing our laws, holding criminals accountable, resolving disputes, and protecting the safety of our families. In addition to these risks, our brave public servants should not also have to fear being assaulted or ambushed in the course of performing their duties.

Today, on Peace Officers Memorial Day, we honor and remember the courageous law enforcement officers who’ve given everything to keep our families and communities safe. I’ve reintroduced the Protect Our Heroes Act, a bill to make it a federal crime to assault or kill a public safety officer and add a penalty in the event an officer is lured to a location for an ambush attack. With this legislation, we can amend our criminal laws to reflect how abhorrent these kinds of attacks are, and also show our courageous public safety officials that we have their backs.","SULLIVAN.SENATE.GOV
Sullivan Reintroduces Bill to Protect Law Enforcement Heroes | U.S. Senator Dan Sullivan of Alaska",2021-05-15 18:41:12,,,,,265,19,24,https://facebook.com/SenDanSullivan/posts/2935291500089319,https://www.sullivan.senate.gov/newsroom/press-releases/sullivan-reintroduces-bill-to-protect-law-enforcement-heroes,1499142123704271,Senator Dan Sullivan,False,[]
171,78,Joni Ernst,F,sen,IA,,2,Republican,https://www.ernst.senate.gov/public,SenJoniErnst,senjoniernst,,UCLwrmtF_84FIcK3TyMs4MIw,E000295,senjoniernst,1726270244201069,"We are forever indebted to the Iowans and Americans in law enforcement who made the ultimate sacrifice in the line of duty. This #PeaceOfficersMemorialDay, join me in honoring the lives of these heroes.","We are forever indebted to the Iowans and Americans in law enforcement who made the ultimate sacrifice in the line of duty. This #PeaceOfficersMemorialDay, join me in honoring the lives of these heroes.",,2021-05-15 18:30:01,https://scontent-iad3-2.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/187554057_1726270077534419_7388894922975271170_n.jpg?_nc_cat=102&ccb=1-3&_nc_sid=110474&_nc_ohc=mB-3aIhb6I4AX-IF1hD&_nc_ht=scontent-iad3-2.xx&tp=14&oh=46d37ce117389860037caac30bfe9bc2&oe=60C6CA15,,,,157,17,0,https://facebook.com/senjoniernst/posts/1726270244201069,,351671691660938,Senator Joni Ernst,False,['https://scontent-iad3-2.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/187554057_1726270077534419_7388894922975271170_n.jpg?_nc_cat=102&ccb=1-3&_nc_sid=110474&_nc_ohc=mB-3aIhb6I4AX-IF1hD&_nc_ht=scontent-iad3-2.xx&tp=14&oh=46d37ce117389860037caac30bfe9bc2&oe=60C6CA15']
5,8,Robert Menendez,M,sen,NJ,,1,Democrat,https://www.menendez.senate.gov,SenatorMenendez,senatormenendez,SenatorMenendezNJ,UC0PV0K9Z5a9p3D5917KF5fw,M000639,senatormenendez,10159245766446358,"Let’s be clear about what this is. Just because they’re not storming a building with weapons and gas masks, doesn’t make this any less of an assault on our democracy.

MOTHERJONES.COM
Leaked video: Dark money group brags about writing GOP voter suppression bills across the country","Let’s be clear about what this is. Just because they’re not storming a building with weapons and gas masks, doesn’t make this any less of an assault on our democracy.","MOTHERJONES.COM
Leaked video: Dark money group brags about writing GOP voter suppression bills across the country",2021-05-15 18:21:38,,,,,117,112,82,https://facebook.com/senatormenendez/posts/10159245766446358,https://www.motherjones.com/politics/2021/05/heritage-foundation-dark-money-voter-suppression-laws/,349744811357,Senator Bob Menendez,False,[]
115,54,Gary C. Peters,M,sen,MI,,2,Democrat,https://www.peters.senate.gov,SenGaryPeters,SenGaryPeters,RepGaryPeters,UC7LYNbnKSK2VZqQ98YROWHQ,P000595,SenGaryPeters,10159250878604324,"Prioritizing your mental health is vital—especially as we emerge from this pandemic.

This #MentalHealthAwarenessMonth, let's take time to check in on friends and loved ones & #BreakTheStigma on asking for help.","Prioritizing your mental health is vital—especially as we emerge from this pandemic.

This #MentalHealthAwarenessMonth, let's take time to check in on friends and loved ones & #BreakTheStigma on asking for help.",,2021-05-15 18:13:43,,,,,111,17,0,https://facebook.com/SenGaryPeters/posts/10159250878604324,,88851604323,Senator Gary Peters,False,[]
76,36,Shelley Moore Capito,F,sen,WV,,2,Republican,https://www.capito.senate.gov,SenCapito,senshelley,,UCbiXdR4XQ3vD9Xp5lfR9QXw,C001047,senshelley,10159232535879758,"ICYMI: “West Virginia's Capito continues call for narrowed infrastructure bill” | WV News

https://www.wvnews.com/news/wvnews/west-virginias-capito-continues-call-for-narrowed-infrastructure-bill/article_70816d0f-6f84-5162-8651-12dfd582bf0f.html

WVNEWS.COM
West Virginia's Capito continues call for narrowed infrastructure bill","ICYMI: “West Virginia's Capito continues call for narrowed infrastructure bill” | WV News

https://www.wvnews.com/news/wvnews/west-virginias-capito-continues-call-for-narrowed-infrastructure-bill/article_70816d0f-6f84-5162-8651-12dfd582bf0f.html","WVNEWS.COM
West Virginia's Capito continues call for narrowed infrastructure bill",2021-05-15 17:57:56,,,,,92,20,6,https://facebook.com/senshelley/posts/10159232535879758,https://www.wvnews.com/news/wvnews/west-virginias-capito-continues-call-for-narrowed-infrastructure-bill/article_70816d0f-6f84-5162-8651-12dfd582bf0f.html,8057864757,Senator Shelley Moore Capito,False,[]
104,50,Lisa Murkowski,F,sen,AK,,3,Republican,https://www.murkowski.senate.gov,LisaMurkowski,SenLisaMurkowski,senatormurkowski,UCaigku16AErqvD0wRuwGb9A,M001153,SenLisaMurkowski,10165018937435291,"As National Police Week comes to an end, and today as we recognize Peace Officers Memorial Day, I encourage everyone to take time to honor and remember our brave law enforcement officers who made the ultimate sacrifice. Thank you to all the men and women in Alaska and across the nation who serve and protect our communities with bravery and humility.","As National Police Week comes to an end, and today as we recognize Peace Officers Memorial Day, I encourage everyone to take time to honor and remember our brave law enforcement officers who made the ultimate sacrifice. Thank you to all the men and women in Alaska and across the nation who serve and protect our communities with bravery and humility.",,2021-05-15 17:56:43,,https://video-iad3-2.xx.fbcdn.net/v/t42.1790-2/184891658_513244726471981_983046518141722103_n.mp4?_nc_cat=102&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=WslJu5t_EswAX_KR1ls&_nc_rml=0&_nc_ht=video-iad3-2.xx&oh=ecb4380d892a73e79709677e089ce953&oe=60A26D75,https://scontent-iad3-2.xx.fbcdn.net/v/t15.5256-10/cp0/e15/q65/s320x320/177982688_1426177017737100_2752579581179825397_n.jpg?_nc_cat=102&ccb=1-3&_nc_sid=ccf8b3&_nc_ohc=XxcQhBgyMIsAX_eLv8M&_nc_ht=scontent-iad3-2.xx&tp=9&oh=e079edc7fe8243f5dcbffafc968bcb3a&oe=60C66723,1426175894403879,43,34,0,https://facebook.com/SenLisaMurkowski/videos/1426175894403879,,25271170290,Lisa Murkowski,False,[]
129,57,Charles E. Schumer,M,sen,NY,,3,Democrat,https://www.schumer.senate.gov,SenSchumer,senschumer,SenatorSchumer,UC-ABttxh8uQv_10qmwGaidw,S000148,senschumer,10159666093834407,"I’m proud to stand with Rep. Ritchie Torres and public housing advocates at Monterey Houses in the Bronx today to say:

We’re working to AT LEAST double the #AmericanJobsPlan investment to make public housing livable, sustainable, and create good jobs.

Public housing is infrastructure.","I’m proud to stand with Rep. Ritchie Torres and public housing advocates at Monterey Houses in the Bronx today to say:

We’re working to AT LEAST double the #AmericanJobsPlan investment to make public housing livable, sustainable, and create good jobs.

Public housing is infrastructure.",,2021-05-15 17:33:51,https://scontent-iad3-2.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/186540312_10159666093079407_1758282289068097681_n.jpg?_nc_cat=111&ccb=1-3&_nc_sid=8024bb&_nc_ohc=orUINf_ZBCEAX9YNU7p&_nc_ht=scontent-iad3-2.xx&tp=14&oh=61f586fd9f4169320a3f1e4eefaabf11&oe=60C733D5,,,,683,132,0,https://facebook.com/senschumer/posts/10159666093834407,,15771239406,Senator Chuck Schumer,False,['https://scontent-iad3-2.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/186540312_10159666093079407_1758282289068097681_n.jpg?_nc_cat=111&ccb=1-3&_nc_sid=8024bb&_nc_ohc=orUINf_ZBCEAX9YNU7p&_nc_ht=scontent-iad3-2.xx&tp=14&oh=61f586fd9f4169320a3f1e4eefaabf11&oe=60C733D5']
30,21,Jeff Merkley,M,sen,OR,,2,Democrat,https://www.merkley.senate.gov,SenJeffMerkley,jeffmerkley,SenatorJeffMerkley,UCRoXttCJhMnLVCxCaa6VnNQ,M001176,jeffmerkley,10158068935446546,"Not only do our fisheries deliver incredible products all around the world, they have been the lifeblood of countless communities up and down the West Coast for generations.

That’s why I’ve been pushing to ensure that our fishermen and seafood processors receive the assistance they need to weather the coronavirus crisis, and I’m glad the USDA is stepping up to make sure our coastal communities can make it through this difficult time.

MERKLEY.SENATE.GOV
Following Pressure Led by Merkley, USDA Announces $45.9 Million Purchase of Pacific Seafood | U.S. Senator Jeff Merkley of Oregon","Not only do our fisheries deliver incredible products all around the world, they have been the lifeblood of countless communities up and down the West Coast for generations.

That’s why I’ve been pushing to ensure that our fishermen and seafood processors receive the assistance they need to weather the coronavirus crisis, and I’m glad the USDA is stepping up to make sure our coastal communities can make it through this difficult time.","MERKLEY.SENATE.GOV
Following Pressure Led by Merkley, USDA Announces $45.9 Million Purchase of Pacific Seafood | U.S. Senator Jeff Merkley of Oregon",2021-05-15 17:27:48,,,,,677,22,37,https://facebook.com/jeffmerkley/posts/10158068935446546,https://www.merkley.senate.gov/news/press-releases/following-pressure-led-by-merkley-usda-announces-459-million-purchase-of-pacific-seafood-2021,74374931545,Senator Jeff Merkley,False,[]
92,44,James Lankford,M,sen,OK,,3,Republican,https://www.lankford.senate.gov,SenatorLankford,SenatorLankford,SenatorLankford,UCz8T6sK5fEycyWmVz6Vpe5Q,L000575,SenatorLankford,4238715269524096,"Gas pipelines are not evil. They’re moving energy across the country.

President Biden is working to shut down every gas pipeline across the country. We saw this week how detrimental that will be.

Cancelling pipelines isn’t the way the answer to our problems.","Gas pipelines are not evil. They’re moving energy across the country.

President Biden is working to shut down every gas pipeline across the country. We saw this week how detrimental that will be.

Cancelling pipelines isn’t the way the answer to our problems.",,2021-05-15 17:01:13,,https://video-iad3-2.xx.fbcdn.net/v/t42.1790-2/186860278_827900644478765_2956892055716822673_n.mp4?_nc_cat=109&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=fjmtVDAVXz0AX_VOx4_&_nc_rml=0&_nc_ht=video-iad3-2.xx&oh=b834cdb37fa88f97b137991b3905a5b3&oe=60A26F67,https://scontent-iad3-2.xx.fbcdn.net/v/t15.5256-10/cp0/e15/q65/s320x320/165606073_183139320340190_195298088202088523_n.jpg?_nc_cat=111&ccb=1-3&_nc_sid=ccf8b3&_nc_ohc=iQh5iKpdvVQAX-dUt1f&_nc_ht=scontent-iad3-2.xx&tp=9&oh=2796cacbe967013c8dda5a01e10da1a5&oe=60C6655D,183138823673573,578,240,0,https://facebook.com/SenatorLankford/videos/183138823673573,,130873066975024,Senator James Lankford,False,[]
